index,0
7914,看 几次 觉得 庄子 内核 苏轼 豁达 充满 墨子 神奇 
7915,二舅 方式 精彩 活着 
7916,人中 龙凤 二舅 人 手里 抓到 牌 能力 信心 勇气 去 出去 取得 辉煌 不去 回头 看 无法 改变 事 过去 过去 没有 意义 
7917,故事 很 好 二舅 很 敬佩 精神 内耗 
7918,妙 
7919,短 视频 版本 活着 
7920,公平 意思 求告 解 ?? ?? 
7921,二舅 好惨 害 普通人 一生 
7922,第一个 看到 投币 比点 赞 还 视频 
7923,尊敬 不要 歌颂 苦难 
7924,8.8 万人 正在 看 呼 呼 呼 
7925,苦难 不 值得 歌颂 
7926,视频 内容 出成 语文 高考 文学类 文本 阅读 … … 
7927,世界 上 一种 英雄主义 
7928,千里马 常有 伯乐 不 常有 二舅 常有 衣戈 不 常有 
7929,尽人事 
 果 听 天命 
7930,苦难 苦难 不公 不公 二舅 很 了不起 很 令人尊敬 佩服 UP 主 人 很 不齿 二舅 苦难 用来 治愈 精神 内耗 
7931,会 影响力 二舅 典型 中国 男人 亿万 万 中国 男人 看到 会 感同身受 
7932,坚强 勇士 
7933,现实 版西西 弗 神话 
7934,大伯 二舅 都 亲戚 公平 很 
7935,别人 苦难 成为 药引子 
7936,有没有 人 发现 风格 很 喜欢 up 三宋 相像 哈哈哈 
7937,妈妈 看 哭 委屈 
7938,三 连敬 二舅 
7939,各有 活法 
7940,有人 分析 一下 二舅 痛苦 源头 
7941,看边 想着 一句 话 二舅 来说 世界 以痛 吻 却 报之以 歌 
7942,呲 牙 
7943,二舅 真的 好 厉害 
7944,理由 不 努力 
7945,抱拳 
7946,敬 二舅 
7947,天 真的 感伤 小说家 
7948,致敬 二舅 
7949,看 完 想起 麦家 人生 海海 中 上校 
7950,致敬 每个 认真 生活 人 
7951,其实 二舅 最 很 崩溃 两年 时间 想通 悟 脸红 
7952,世界 重拳 出击 时 却 只能 做到 哀声 自叹 别人 早已 做到 温柔 世界 或许 永远 做 不到 境界 或许 仰望 都 觉得 惭愧 对象 或许 有着 活 还 精彩 人生 … … 里面 说 人 总是 遗憾 已 遗憾 遗憾 忽视 曾经 现在 还 拥有 东西 … 永远 活不出 精彩 人生 
7953,  公平 大哭 
7954,视频 上 新闻 耶 doge 
7955,活在 当下 快乐 方法 建议 大家 有空 看看 当下 力量 
7956,治不好 辣 眼睛 
7957,以前 内耗 现在 觉得 没 所谓 
7958,有点 难过 
7959,2022 7 25 发布 2500 万 播放 量 8.7 万人 看 
7960,专门 点赞 
7961,平凡 强大 
7962,二舅 怕 治不好 精神 内耗 试想 一下 在座 面对 如同 二舅 不公 逆境 大家 都 会 愿意 心甘情愿 接受 
7963,希望 二舅 通往 胜利 ? ? 
7964,文案 很 牛 敬 所有 努力 活着 平凡人 
7965,66 
7966,看 两遍 没 看够 看着 看着 评论 涨 一千 OK 
7967,世界 上 二舅 难过 
7968,曾 羡慕 别人 拥有 不 知道 只 想 更加 完美 大哭 
7969,公平 
7970,6688 组合 太酷 
7971,当年 真是 农村 好多 才 人 都 行走 群众 之间 
7972,转自 网友 评论 
 警惕 一下 视频 带来 群体性 舆论 共情 本质 一种 精神 PUA 
 专业 团队 消费主义 盛行 时代 打造 迎合 小镇 做题 家 精神 消费品 全 片刻 意隐 去 年轻人 精神 内耗 成因 分析 上 时代 二舅 人生 轨迹 如今 年轻人 带来 一种 人生 共情 这种 共情 条件 不 软弱 虚无 带 小 布尔乔亚 妥协 
 很多 人 网络 情绪 有意无意 地带 入 这种 共情 之后 陷入 精神 内耗 不够 坚强 不够 豁达 不够 努力 思维 怪圈 看不清 造成 群体性 精神 内耗 真正 原因 遇事 不看 外部环境 是否 公平 先 思考 是不是 能力 问题 是不是 不够 努力 陷入 自我 否定 自我 反思 地步 这是 这是 社会性 PUA 
 视频 最有 价值 其实 二舅 日记 里 摘抄 这句 话 排除万难 争取 胜利 这是 一种 斗争 术语 当代 小镇 做题 家们 斗争 对象 思考 清楚 一点 才能 真正 消灭 精神 内耗 
7973,公平 
7974,刹帝利 吠舍 拍 模范 达 利特 首陀罗 看 大家 一起 高呼 今生 好好 干 来生 都 婆罗门 
7975,视频 收益 一定 二舅 
7976,世界 第一 快乐 人 不 需要 别人 负责 人 快乐 人 是从 不 回头 看 人 
7977,敬 二舅 
7978,第一次   三连 OK 
7979,比比 更 健康 
7980,作者 给出 面临 苦难 应该 态度 却 略过 苦难 原因 时代 内耗 不是 仅靠 改变 躺 不 彻底 卷 不 起来 才 会 人活 难受 田园诗 煽情 不能 改变现状 这是 好 视频 不 喜欢 
7981,父亲 第一 快乐 人 不 妻女 负责 不 父母 负责 不 负责 我要 努力 做 快乐 人 
7982,鲜红 旗儿 一定 会 全球 飘扬 
7983,这才 真正 意义 上 人 中 龙凤 敬 二舅 
7984,学会 区分 苦难 人为 自然 
7985,别卡 奇社   好像 懂 好像 都 没 懂 好像 知道 我该 做 
7986,我用 看似 有力 人生 度过 无力 一生 
7987,是不是 希望 &# 34 二舅 &# 34 越来越 辣 眼睛 
7988,残缺 人 永远 最大 努力 才能 活 不 不体面 
7989,很多 人 网络 情绪 有意无意 地带 入 这种 共情 之后 陷入 精神 内耗 不够 坚强 不够 豁达 不够 努力 思维 怪圈 看不清 造成 群体性 精神 内耗 真正 原因 遇事 不看 外部环境 是否 公平 先 思考 是不是 能力 问题 是不是 不够 努力 陷入 自我 否定 自我 反思 地步 这是 这是 社会性 PUA 
 视频 最有 价值 其实 二舅 日记 里 摘抄 这句 话 排除万难 争取 胜利 这是 一种 斗争 术语 当代 小镇 做题 家们 斗争 对象 思考 清楚 一点 才能 真正 消灭 精神 内耗 
7990,文案 真的 绝 星星 眼 
7991,敬 二舅 
7992,说 刻薄 点 66 岁 大龄 二舅 带 88 岁 姥姥 生存 只能 继续 打零工 作者 觉着 很酷 确实 感觉 作者 脑子 很酷 短短 十分钟 二舅 一声 未吭 人生 定位 定格 视频 里 这种 小 布尔乔亚 主义 真是 牛 狠 
7993,人才 生活 环境 下   依然 人才 品质 
7994,弹幕 里 说 这是 鲁迅 文笔 乐死 
7995,币 赞多 
7996,究竟 造成 二舅 悲惨 命运 
7997,想到 余华 
7998,原来 人 坚强 勇敢 难怪 后人 必将 更加 坚强 勇敢 才 配 活下去 
7999,建议 添加 为入 站 必刷 视频 
8000,很 好 
8001,想到 余华 活着 一种 活着 
8002,这才 应该 进 语文课 东西 
8003,二舅 
8004,遗憾 努力 不留 遗憾 
8005,星星 眼 
8006,似曾相识 鸭 不 上 高晓松 讲过 二叔 故事 翻版 文化 人 亲戚 个个 都 比较 独特 
8007,敬 二舅 
8008,余华 书里 走 出来 人物 也许 其实 二舅 命运 不 可悲 感到遗憾 
8009,牛 逼 
8010,命运 扼住 嗓子眼 挠 咯吱 窝 
8011,up 是不是 以前 做过 一期 山东 电视台 心心 
8012,up 主 牛皮 几天 涨 百万 粉丝 
8013,选 路 就算 哭 走 完 人生 总是 充满 坎坷 人 活着 面对 挫折 努力 生活 
8014,片面 
8015,天行健 君子 自强不息 
8016,敬 二舅 
8017,敬 二舅 
8018,二舅 很 伟大 请 不要 歌颂 苦难 
8019,转 自知 评论 婆罗门 赞美 达 利特 
8020,去 世界 不是 这纯 欺负 二舅 老实人 
8021,喉咙 灌 铅 
8022,语文网 课 下面 评论 刚 提到   一登 B 站   好 神奇 
8023,感觉 像是 九 几年 学校 看过 好 文章 像是 看 故事会 里 经典 故事 
8024,喝 这碗 鸡血   我要 继续 干翻 世界 
8025,啾 啾 啾 
8026,致残 原因 应该 臀部 肌肉注射 坐骨神经 损伤 
8027,二舅 不是 毒 鸡汤 二舅 感动 不是 毒 鸡汤 二舅 树成 模范 学习 才 最大 毒 鸡汤 
 浅显 道理 有人 死活 都 弄 不 明白 无 语 
8028,二舅 传 
8029,看 完 之后 充满 斗志 眼前 这点 困难 事 
8030,醍醐灌顶     发人深省     一键 三连     随时 会 看 
8031,看到 二舅 想起 永远 限制 小孩 躯壳 里 小舅舅 一场 莫名 疾病 再也 长不大 可怜 怜悯 嫌弃 最 爱 菜园 里 最红 番茄 村子 里 枣树 品种 树下 小 洞洞 里 藏 起来 知 莲池 里 一朵朵 莲蓬 林场 里 罗汉果 松塔 少年 时 天马行空 小舅舅 再也 没有 遗忘 时光 里 亲人 记忆里 小舅舅 
8032,这条 路 一定 会 通往 胜利 
8033,心之所 素履 生 逆旅 一苇 以航 
8034,打动 人心 故事 往往 时间 积淀 下来 
8035,不配 
8036,父亲 很 全能 佩服 一点 做 都 坚持 很 久 以前 小时候 报 软 笔班 每次 我带 回来 作品 父亲 都 临摹 着学 后来 学业 逐渐 放弃 软笔 练习 我爸 还 坚持 运动 锻炼 坚持 最 3 月 爸爸 却 坚持 好几年 每天 跑步 去 上班 路程 9 公里 左右 每天 天不亮 起床 跑步 真的 很 敬佩 父亲 身上 真的 学到 叫做 坚持 奋斗 
8037,哇哇 关注 博主 终于 火 
8038,三天 涨 120 万 粉丝 做到 
8039,平凡 二舅 平凡 人生 文案 特别 棒 
8040,牛 
8041,钦佩 二舅 无感 
8042,初中 政治课 上 印象 很 深刻 一句 话 人格 才能 影响 人格 情感 才能 唤醒 情感 
 苦难 变异 基因 序列 体现 出 个人 不 公平 伤感 磋磨 人生 必经之路 转化 苦难 进步 意义 
 二舅 纯 爷们 
8043,麻绳 专挑细 处断 厄运 专找 苦命 人 
 二舅 命运 里 抓住 光 
 却 用来 照亮 
8044,二舅 生 国家 应该 会过 很 好 
8045,不甘 平庸 
8046,敬 二舅 
8047,文字 上 教科书 语文课 
8048,这篇 视频 说 很多 道理 现在 很多 人 不 愿意 承认 人 人 真的 不 
8049,看 两遍 还 想 看 
8050,少年 天骄 何至于此 何至于此 委屈 
8051,看 完 觉得 震撼 
8052,做个 冷酷 男人 
8053,考研 失败 之后 老 想着 换个 差点 学校 好 不 心高气傲 好 复试 不 紧张 好 调剂 直接 选 b 区 好 … … … … 生活 不 应 频频 回头 未来 依然 期 二舅 榜样 生活 中 遇到 所有 坎坷 不公 经历 所有 遗憾 都 存在 意义 致敬 二舅 身处 逆境 依然 努力 生活 普通 人们 
8054,好 感动 委屈 委屈 
8055,八点 九万 人 
8056,呜呜 不会 说话 投币 投 两个 
8057,打开 B 站 一看 视频 没有 年代 遮遮掩掩 视频 里 充斥 安贫乐道 几个 字 横竖 睡不着 仔细 看 半夜 才 帧 之间 看 出来 整个 视频 内外 都 写 两个 字 ~ ~ 
8058,成为 大伯 衣食无忧 却 想 二舅 接受 现实 请 记住 苦难 不 值得 歌颂 
8059,优雅 实在 优雅 
8060,大哭 大哭 大哭 看 一半 忍不住 
8061,活着 
8062,天呐 这种 意义 视频 多来点 大哭 大哭 
8063,二舅 大伯 心心 
8064,up 主 作品 上天 安排 好事 一件件 都 
8065,二舅 原谅 村医 意难平 二舅 更有意义 人生 
8066,真 好 写 好 活得 好 
8067,看 完 没有 感悟 总结 起来 不幸 倒霉蛋 一生 类人 其实 多得是 身边 都 好 几例 活下去 还 只不过 没有 二舅 能力 成为 村里 一号 人物 不 知道 精神 内耗 关系 
8068,二舅 说 公平 
8069,看 哭 难过 
8070,平凡 却 伟大 一生 
8071,一起 往前走 回头 前面 更 美好 
8072,敬 二舅 
8073,看看 ip 
8074,困顿 之中 悟 新生 
8075,好 片子 
8076,令人 感叹 
8077,感动 哭 
8078,依旧 敢 生活 顶撞 
 躲 逆境 里 撒野 
 直面 生活 污水 
 永远 乐意 新 一轮 月亮 日落 欢呼 
8079,二舅 天下无敌 从来 他秀 别人 份 … … 妙 
8080,哭 呜呜 
8081,治愈 
8082,英雄 人民 
8083,遗憾 成为 遗憾 
8084,二舅 人生 一帧 都 值得 反复 回味 
8085,人 往往 都 快 死 才 发现 人生 最大 遗憾 遗憾 过去 遗憾 遗憾 电影 里 主角 崛起 前戏 生活 里 人 沉沦 毒药 
8086,一句 话 … 平凡 中 不 平凡 
8087,大舅 
8088,谢谢 up     敬 二舅   敬 平凡人 
8089,爱心 支持 
8090,Awind 阿风   
8091,认真 生活 很 伟大 心心 
8092,40 岁 人 看 完想 哭 
8093,从来 都 没有 歌颂 苦难   歌颂 二舅 经历 苦难 后 心态   医生 四针 无法 参加 高考 在我心中 会 一辈子 遗憾 二舅 活出 人生   有时候 想 当年 件 事情 没有 发生 当年 不 应该 做 应该 做 
8094,
8095,豁达     乏善可陈 
8096,渺小 伟大 平凡 却 富足 
8097,幽默 真的 超酷 热词 系列 _ 吹 爆 6688 组合 
8098,苦难 永远 不 值得 歌颂 每个 人 都 值得 更好 生活 
8099,支持 支持 支持 
8100,说 站 光里 才 算 英雄 
8101,好家伙 视频 收入 大 几十 w 
8102,树 先生 
8103,命运 折断 翅膀 选择 泥土 里 开出 花来 视频 看 完 受益 良深 致敬 二舅 
8104,视频 不能 成入 站 必刷 喜欢 
8105,年轻人 好好 活 老板 还要 买大劳 doge 
8106,赞 二舅 
8107,心胸开阔 灵魂 健康 
8108,生活 哲理 诗意 散文 
8109,看 视频 觉得 读 几本书 
8110,还好 
8111,看 完 甚 觉得 好像 不会 讲话 
 普通 言语 间 却 镌 人生哲理 之句 
 看 完 上头 甚 觉得 敬佩 震撼 
8112,致敬 体现 中华民族 所有 美好 凝聚 
8113,公平 保卫 萝卜 _ 哭哭 
8114,坚持 住 孩子 父母 坚持 住 看守所 难熬 监狱 好 里面 锻炼 好 身体 看书 余生 好好 对待 家人 
8115,我服 看 视频 都 推荐 手滑点 进来 辣 眼睛 
8116,敬 二舅 
8117,致敬 二舅 
8118,以为 故事 却 发现 真实 知道 事实 觉得 故事 
8119,谢谢 二舅 
8120,已经 路上 不要 频频 回头 看 做 想 做 事情 必然 有苦 有乐 碰 头破血流 都 看不清 终点 自找 切忌 怨天尤人 以此 告诫 现在 2022.7 27 晚 
8121,谢谢 谢谢 二舅 
8122,应该 去 反思 充满 苦难 时代 应该 去 争取 没有 苦难 时代 非闭 眼睛 灌 下 一碗 碗 洒满 味精 盐巴 鸡汤 二舅 忍耐 一辈子 会 忍耐 一辈子 
8123,小孩 真的 小 不是 瞎 
8124,致敬 
8125,刷 两遍 看 哭 
8126,镜头 给予 豪宅 豪车 奢侈品 却 忘 世界 上 更 普通人 平凡人 致敬 二舅 致敬 
8127,平凡 不凡 
8128,太棒了 都 拍 一部 电影 大哭 
8129,老舍 写 骆驼 祥子   希望 以后 不要 再有 祥子   不是 … … 
8130,二日 
8131,敬 二舅 
8132,二舅 配个 假肢   走路 方便 点 
8133,加油 
8134,留下 脚步 前进 加油 
8135,可否 经常 更新 二舅 视频 最近 状态 做 东西 
8136,公平 
8137,真 好 鼓掌 
8138,高槻伊梦 
8139,优等 心 不必 华丽 必须 坚固 
8140,二舅 认命 想到 骆驼 祥子 
8141,敬 二舅 
8142,凯 圣王 黑粉   看 没 
8143,平凡 中 闪耀 出 伟大 
8144,看 哭 
8145,不愿 看到 视频 不敢 面对 生活 罢 
8146,好 辛苦 回答 100 这种 问题 第一次 评论 笑 哭 
8147,伤痛 文学 献给 2.0 
8148,写 故事 不是 拍 故事 
8149,视频 看 博主 视频 发现 一位 很 有意思 人 关注 
8150,印象 深刻 一句 话 往前 看 村子 快乐 人 ?? 
8151,致敬 二舅 
8152,少年 锦时 
 颠沛 逆旅 
 爱 无果 
 怀才不遇 
 恰若 鲁班 
 解众者 难 
 设想 期冀 
 人生 已 
8153,二舅 太多 
8154,支持 特意 下载 APP 再发 朋友圈 谢谢您 喔 更是 致敬 二舅 call 
8155,年度 最佳 
8156,二舅 传奇 
8157,别人 苦难 治疗 药引子 不怎么 说 最贵 药方 活人 引 
8158,微笑 
8159,鲁迅 写 二舅 ?? 
8160,敬 二舅 
8161,听 二舅 故事   只想 鼓掌   鼓掌   有时候 道理 都 懂   轮 身上   办到 真的 好难 
8162,听 二舅 故事   只想 鼓掌   鼓掌   有时候 道理 都 懂   轮 身上   办到 真的 好难 
8163,敬 二舅 敬 二舅 平凡 不 平凡 人 
8164,其实 拍成电影 黑白 彩色 那种 
8165,这种 人才 应该 课本上 不是 老外 明星 
8166,今天 热 搜 居然 没原 神 都 些 微笑 
8167,感觉 地方 想要 深刻 很 生硬 
8168,天才 不 智商 智慧 勇气 对待 生活 对待 人生 大 智慧 大 勇气 学习 
8169,深一脚浅一脚 走过 年 
 却 依然 爱着 尘土 满面 人间 
8170,作者 很 优秀 不是 二舅 故事 不会 看见 很 想 奶奶 故事 写 出来 奈何 文笔 有限 很 佩服 做 想 做 事 
8171,敬 二舅 
8172,朋友圈 看 一天 特意 过来 一键 三连 
8173,感觉 孔乙己 … 
8174,很 公平 后面 语录 get 
8175,竹杖芒 鞋 轻胜马 怕 蓑 烟雨任 平生 
8176,二舅 灵魂 高贵 
8177,好 喜欢 这句 话 人生 最大 遗憾 遗憾 过去 遗憾 敬 二舅 
8178,树 先生 指 王宝强 主演 电影 hello 树 先生 感兴趣 看看 应该 王宝强 演技 最好 电影 
8179,二舅 伟大 
8180,文案 写得 太好了 看 哭 大哭 
8181,遏制 住 内心 浮躁 平凡 小山村 中 收获 平静 这是 二舅 启发 
8182,二舅 说 公平 一条 五毛 
8183,敬 二舅 
8184,纪录片 「 最后 棒棒 第二集 八分钟 大家 去 看看 微笑 
8185,荒谬 
8186,应该 拼搏 挣扎 分 清楚 
8187,看 好几遍 不 知道 说 如鲠在喉 大哭 大哭 大哭 
8188,记住 我要 走遍 b 站 
8189,二舅 中国 农村 勤劳 智慧 代表 农村 很多 人 值得 歌颂 
8190,二舅 身上 父辈 影子 
8191,是不是 扎断 神经 
8192,已经 三刷 
8193,以前 发 山东 台 视频 是不是 删 
8194,令人 敬佩 尊重 二舅 
8195,只能 投 出 硬币 表达 敬意 笑 哭 
8196,喜剧 悲剧 戏剧 人生 人生 不 二舅 不是 时代 写照 
8197,很 高兴 看到 生活 希望 怡然自得 人生态度 
8198,心心 
8199,永远 不要 相信 苦难 值得 苦难 苦难 苦难 不会 带来 成功 苦难 不 值得 追求 磨练意志 是因为 苦难 无法 躲开 
 余华 活着 
8200,精神 内耗 
8201,外甥 拍 一部 二舅 看 热 二舅 例子 有点 过时 讲讲 故事 
